12.69,0.0,2968.0,77.56
12.7,0.0,2968.0,77.56
12.58,0.0,2958.0,77.56
12.69,0.0,2970.0,77.68
12.62,0.0,2968.0,77.68
12.68,0.0,2970.0,77.68
12.57,0.0,2964.0,77.68
12.58,0.0,2960.0,77.56
12.65,0.0,2962.0,77.68
12.79,0.0,2977.0,77.68
12.68,0.0,2968.0,77.68
12.73,0.0,2968.0,77.68
12.76,0.0,2970.0,77.68
12.58,0.0,2962.0,77.68
12.69,0.0,2968.0,77.68
12.7,0.0,2968.0,77.68
12.69,0.0,2968.0,77.68
12.69,0.0,2968.0,77.68
12.69,0.0,2966.0,77.68
12.58,0.0,2960.0,77.68
12.64,0.0,2960.0,77.68
12.73,0.0,2966.0,77.68
12.74,0.0,2968.0,77.68
12.56,0.0,2960.0,77.68
12.57,0.0,2958.0,77.68
12.63,0.0,2958.0,77.68
12.69,0.0,2968.0,77.68
12.69,0.0,2968.0,77.56
12.71,0.0,2977.0,77.68
12.63,0.0,2986.0,77.68
12.65,0.0,2962.0,77.68
12.67,0.0,2964.0,77.68
12.68,0.0,2966.0,77.68
12.57,0.0,2966.0,77.68
12.7,0.0,2968.0,77.68
12.7,0.0,2968.0,77.68
12.7,0.0,2968.0,77.68
12.74,0.0,2976.0,77.68
12.69,0.0,2966.0,77.68
12.7,0.0,2968.0,77.68
12.7,0.0,2968.0,77.68
12.7,0.0,2966.0,77.68
12.69,0.0,2964.0,77.68
12.7,0.0,2968.0,77.68
12.72,0.0,2970.0,77.68
